,REF_DATE,GEO,DGUID,Labour force characteristics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
431,2007,"Red Deer, Alberta",2016S0504830,Employment rate,Percentage,242,units,0,v1235071947,27.8,76.6,,,,1
432,2007,"Wood Buffalo, Alberta",2016S0504860,Population,Persons,249,thousands,3,v1235071948,28.1,47.5,,,,1
433,2007,"Wood Buffalo, Alberta",2016S0504860,Labour force,Persons,249,thousands,3,v1235071949,28.2,40.4,,,,1
434,2007,"Wood Buffalo, Alberta",2016S0504860,Employment,Persons,249,thousands,3,v1235071950,28.3,38.9,,,,1
435,2007,"Wood Buffalo, Alberta",2016S0504860,Unemployment,Persons,249,thousands,3,v1235071951,28.4,1.5,,,,1
436,2007,"Wood Buffalo, Alberta",2016S0504860,Not in labour force,Persons,249,thousands,3,v1235071952,28.5,7.1,,,,1
437,2007,"Wood Buffalo, Alberta",2016S0504860,Unemployment rate,Percentage,242,units,0,v1235071953,28.6,3.7,,,,1
438,2007,"Wood Buffalo, Alberta",2016S0504860,Participation rate,Percentage,242,units,0,v1235071954,28.7,85.1,,,,1
439,2007,"Wood Buffalo, Alberta",2016S0504860,Employment rate,Percentage,242,units,0,v1235071955,28.8,81.9,,,,1
440,2007,"Chilliwack, British Columbia",2016S0504930,Population,Persons,249,thousands,3,v1235071956,29.1,63.6,,,,1
441,2007,"Chilliwack, British Columbia",2016S0504930,Labour force,Persons,249,thousands,3,v1235071957,29.2,35.7,,,,1
442,2007,"Chilliwack, British Columbia",2016S0504930,Employment,Persons,249,thousands,3,v1235071958,29.3,34.3,,,,1
443,2007,"Chilliwack, British Columbia",2016S0504930,Unemployment,Persons,249,thousands,3,v1235071959,29.4,,x,,,1
444,2007,"Chilliwack, British Columbia",2016S0504930,Not in labour force,Persons,249,thousands,3,v1235071960,29.5,27.9,,,,1
445,2007,"Chilliwack, British Columbia",2016S0504930,Unemployment rate,Percentage,242,units,0,v1235071961,29.6,,x,,,1
446,2007,"Chilliwack, British Columbia",2016S0504930,Participation rate,Percentage,242,units,0,v1235071962,29.7,56.1,,,,1
447,2007,"Chilliwack, British Columbia",2016S0504930,Employment rate,Percentage,242,units,0,v1235071963,29.8,53.9,,,,1
448,2007,"Nanaimo, British Columbia",2016S0504938,Population,Persons,249,thousands,3,v1235071964,30.1,80.7,,,,1
449,2007,"Nanaimo, British Columbia",2016S0504938,Labour force,Persons,249,thousands,3,v1235071965,30.2,50.3,,,,1
450,2007,"Nanaimo, British Columbia",2016S0504938,Employment,Persons,249,thousands,3,v1235071966,30.3,47.3,,,,1
451,2007,"Nanaimo, British Columbia",2016S0504938,Unemployment,Persons,249,thousands,3,v1235071967,30.4,3.0,,,,1
452,2007,"Nanaimo, British Columbia",2016S0504938,Not in labour force,Persons,249,thousands,3,v1235071968,30.5,30.5,,,,1
453,2007,"Nanaimo, British Columbia",2016S0504938,Unemployment rate,Percentage,242,units,0,v1235071969,30.6,6.0,,,,1
454,2007,"Nanaimo, British Columbia",2016S0504938,Participation rate,Percentage,242,units,0,v1235071970,30.7,62.3,,,,1
455,2007,"Nanaimo, British Columbia",2016S0504938,Employment rate,Percentage,242,units,0,v1235071971,30.8,58.6,,,,1
456,2007,"Prince George, British Columbia",2016S0504970,Population,Persons,249,thousands,3,v1235071972,31.1,69.9,,,,1
457,2007,"Prince George, British Columbia",2016S0504970,Labour force,Persons,249,thousands,3,v1235071973,31.2,51.0,,,,1
458,2007,"Prince George, British Columbia",2016S0504970,Employment,Persons,249,thousands,3,v1235071974,31.3,48.3,,,,1
459,2007,"Prince George, British Columbia",2016S0504970,Unemployment,Persons,249,thousands,3,v1235071975,31.4,2.7,,,,1
460,2007,"Prince George, British Columbia",2016S0504970,Not in labour force,Persons,249,thousands,3,v1235071976,31.5,18.9,,,,1
461,2007,"Prince George, British Columbia",2016S0504970,Unemployment rate,Percentage,242,units,0,v1235071977,31.6,5.3,,,,1
462,2007,"Prince George, British Columbia",2016S0504970,Participation rate,Percentage,242,units,0,v1235071978,31.7,73.0,,,,1
463,2007,"Prince George, British Columbia",2016S0504970,Employment rate,Percentage,242,units,0,v1235071979,31.8,69.1,,,,1
464,2008,"Corner Brook, Newfoundland and Labrador",2016S0504015,Population,Persons,249,thousands,3,v1235071748,1.1,26.3,,,,1
465,2008,"Corner Brook, Newfoundland and Labrador",2016S0504015,Labour force,Persons,249,thousands,3,v1235071749,1.2,15.7,,,,1
466,2008,"Corner Brook, Newfoundland and Labrador",2016S0504015,Employment,Persons,249,thousands,3,v1235071750,1.3,13.8,,,,1
467,2008,"Corner Brook, Newfoundland and Labrador",2016S0504015,Unemployment,Persons,249,thousands,3,v1235071751,1.4,1.9,,,,1
468,2008,"Corner Brook, Newfoundland and Labrador",2016S0504015,Not in labour force,Persons,249,thousands,3,v1235071752,1.5,10.7,,,,1
469,2008,"Corner Brook, Newfoundland and Labrador",2016S0504015,Unemployment rate,Percentage,242,units,0,v1235071753,1.6,12.1,,,,1
470,2008,"Corner Brook, Newfoundland and Labrador",2016S0504015,Participation rate,Percentage,242,units,0,v1235071754,1.7,59.7,,,,1
471,2008,"Corner Brook, Newfoundland and Labrador",2016S0504015,Employment rate,Percentage,242,units,0,v1235071755,1.8,52.5,,,,1
472,2008,"Charlottetown, Prince Edward Island",2016S0504105,Population,Persons,249,thousands,3,v1235071756,2.1,51.3,,,,1
473,2008,"Charlottetown, Prince Edward Island",2016S0504105,Labour force,Persons,249,thousands,3,v1235071757,2.2,35.7,,,,1
474,2008,"Charlottetown, Prince Edward Island",2016S0504105,Employment,Persons,249,thousands,3,v1235071758,2.3,32.9,,,,1
475,2008,"Charlottetown, Prince Edward Island",2016S0504105,Unemployment,Persons,249,thousands,3,v1235071759,2.4,2.8,,,,1
476,2008,"Charlottetown, Prince Edward Island",2016S0504105,Not in labour force,Persons,249,thousands,3,v1235071760,2.5,15.6,,,,1
477,2008,"Charlottetown, Prince Edward Island",2016S0504105,Unemployment rate,Percentage,242,units,0,v1235071761,2.6,7.8,,,,1
478,2008,"Charlottetown, Prince Edward Island",2016S0504105,Participation rate,Percentage,242,units,0,v1235071762,2.7,69.6,,,,1
479,2008,"Charlottetown, Prince Edward Island",2016S0504105,Employment rate,Percentage,242,units,0,v1235071763,2.8,64.1,,,,1
480,2008,"Summerside, Prince Edward Island",2016S0504110,Population,Persons,249,thousands,3,v1235071764,3.1,13.5,,,,1
481,2008,"Summerside, Prince Edward Island",2016S0504110,Labour force,Persons,249,thousands,3,v1235071765,3.2,8.9,,,,1
482,2008,"Summerside, Prince Edward Island",2016S0504110,Employment,Persons,249,thousands,3,v1235071766,3.3,8.2,,,,1
483,2008,"Summerside, Prince Edward Island",2016S0504110,Unemployment,Persons,249,thousands,3,v1235071767,3.4,0.8,,,,1
484,2008,"Summerside, Prince Edward Island",2016S0504110,Not in labour force,Persons,249,thousands,3,v1235071768,3.5,4.6,,,,1
485,2008,"Summerside, Prince Edward Island",2016S0504110,Unemployment rate,Percentage,242,units,0,v1235071769,3.6,9.0,,,,1
486,2008,"Summerside, Prince Edward Island",2016S0504110,Participation rate,Percentage,242,units,0,v1235071770,3.7,65.9,,,,1
487,2008,"Summerside, Prince Edward Island",2016S0504110,Employment rate,Percentage,242,units,0,v1235071771,3.8,60.7,,,,1
488,2008,"Truro, Nova Scotia",2016S0504215,Population,Persons,249,thousands,3,v1235071772,4.1,38.5,,,,1
489,2008,"Truro, Nova Scotia",2016S0504215,Labour force,Persons,249,thousands,3,v1235071773,4.2,26.0,,,,1
490,2008,"Truro, Nova Scotia",2016S0504215,Employment,Persons,249,thousands,3,v1235071774,4.3,24.2,,,,1
491,2008,"Truro, Nova Scotia",2016S0504215,Unemployment,Persons,249,thousands,3,v1235071775,4.4,1.8,,,,1
492,2008,"Truro, Nova Scotia",2016S0504215,Not in labour force,Persons,249,thousands,3,v1235071776,4.5,12.5,,,,1
493,2008,"Truro, Nova Scotia",2016S0504215,Unemployment rate,Percentage,242,units,0,v1235071777,4.6,6.9,,,,1
494,2008,"Truro, Nova Scotia",2016S0504215,Participation rate,Percentage,242,units,0,v1235071778,4.7,67.5,,,,1
495,2008,"Truro, Nova Scotia",2016S0504215,Employment rate,Percentage,242,units,0,v1235071779,4.8,62.9,,,,1
496,2008,"New Glasgow, Nova Scotia",2016S0504220,Population,Persons,249,thousands,3,v1235071780,5.1,35.8,,,,1
497,2008,"New Glasgow, Nova Scotia",2016S0504220,Labour force,Persons,249,thousands,3,v1235071781,5.2,19.7,,,,1
498,2008,"New Glasgow, Nova Scotia",2016S0504220,Employment,Persons,249,thousands,3,v1235071782,5.3,17.9,,,,1
499,2008,"New Glasgow, Nova Scotia",2016S0504220,Unemployment,Persons,249,thousands,3,v1235071783,5.4,1.8,,,,1
500,2008,"New Glasgow, Nova Scotia",2016S0504220,Not in labour force,Persons,249,thousands,3,v1235071784,5.5,16.1,,,,1
501,2008,"New Glasgow, Nova Scotia",2016S0504220,Unemployment rate,Percentage,242,units,0,v1235071785,5.6,9.1,,,,1
502,2008,"New Glasgow, Nova Scotia",2016S0504220,Participation rate,Percentage,242,units,0,v1235071786,5.7,55.0,,,,1
503,2008,"New Glasgow, Nova Scotia",2016S0504220,Employment rate,Percentage,242,units,0,v1235071787,5.8,50.0,,,,1
504,2008,"Cape Breton, Nova Scotia",2016S0504225,Population,Persons,249,thousands,3,v1235071788,6.1,88.6,,,,1
505,2008,"Cape Breton, Nova Scotia",2016S0504225,Labour force,Persons,249,thousands,3,v1235071789,6.2,49.4,,,,1
506,2008,"Cape Breton, Nova Scotia",2016S0504225,Employment,Persons,249,thousands,3,v1235071790,6.3,43.3,,,,1
507,2008,"Cape Breton, Nova Scotia",2016S0504225,Unemployment,Persons,249,thousands,3,v1235071791,6.4,6.1,,,,1
508,2008,"Cape Breton, Nova Scotia",2016S0504225,Not in labour force,Persons,249,thousands,3,v1235071792,6.5,39.3,,,,1
509,2008,"Cape Breton, Nova Scotia",2016S0504225,Unemployment rate,Percentage,242,units,0,v1235071793,6.6,12.3,,,,1
510,2008,"Cape Breton, Nova Scotia",2016S0504225,Participation rate,Percentage,242,units,0,v1235071794,6.7,55.8,,,,1
511,2008,"Cape Breton, Nova Scotia",2016S0504225,Employment rate,Percentage,242,units,0,v1235071795,6.8,48.9,,,,1
512,2008,"Fredericton, New Brunswick",2016S0504320,Population,Persons,249,thousands,3,v1235071796,7.1,78.4,,,,1
513,2008,"Fredericton, New Brunswick",2016S0504320,Labour force,Persons,249,thousands,3,v1235071797,7.2,55.1,,,,1
514,2008,"Fredericton, New Brunswick",2016S0504320,Employment,Persons,249,thousands,3,v1235071798,7.3,52.6,,,,1
515,2008,"Fredericton, New Brunswick",2016S0504320,Unemployment,Persons,249,thousands,3,v1235071799,7.4,2.5,,,,1
516,2008,"Fredericton, New Brunswick",2016S0504320,Not in labour force,Persons,249,thousands,3,v1235071800,7.5,23.3,,,,1
517,2008,"Fredericton, New Brunswick",2016S0504320,Unemployment rate,Percentage,242,units,0,v1235071801,7.6,4.5,,,,1
518,2008,"Fredericton, New Brunswick",2016S0504320,Participation rate,Percentage,242,units,0,v1235071802,7.7,70.3,,,,1
519,2008,"Fredericton, New Brunswick",2016S0504320,Employment rate,Percentage,242,units,0,v1235071803,7.8,67.1,,,,1
520,2008,"Bathurst, New Brunswick",2016S0504328,Population,Persons,249,thousands,3,v1235071804,8.1,27.5,,,,1
521,2008,"Bathurst, New Brunswick",2016S0504328,Labour force,Persons,249,thousands,3,v1235071805,8.2,18.4,,,,1
522,2008,"Bathurst, New Brunswick",2016S0504328,Employment,Persons,249,thousands,3,v1235071806,8.3,16.9,,,,1
523,2008,"Bathurst, New Brunswick",2016S0504328,Unemployment,Persons,249,thousands,3,v1235071807,8.4,1.5,,,,1
524,2008,"Bathurst, New Brunswick",2016S0504328,Not in labour force,Persons,249,thousands,3,v1235071808,8.5,9.1,,,,1
525,2008,"Bathurst, New Brunswick",2016S0504328,Unemployment rate,Percentage,242,units,0,v1235071809,8.6,8.2,,,,1
526,2008,"Bathurst, New Brunswick",2016S0504328,Participation rate,Percentage,242,units,0,v1235071810,8.7,66.9,,,,1
527,2008,"Bathurst, New Brunswick",2016S0504328,Employment rate,Percentage,242,units,0,v1235071811,8.8,61.5,,,,1
528,2008,"Miramichi, New Brunswick",2016S0504329,Population,Persons,249,thousands,3,v1235071812,9.1,26.2,,,,1
529,2008,"Miramichi, New Brunswick",2016S0504329,Labour force,Persons,249,thousands,3,v1235071813,9.2,15.8,,,,1
530,2008,"Miramichi, New Brunswick",2016S0504329,Employment,Persons,249,thousands,3,v1235071814,9.3,14.0,,,,1
531,2008,"Miramichi, New Brunswick",2016S0504329,Unemployment,Persons,249,thousands,3,v1235071815,9.4,1.8,,,,1
532,2008,"Miramichi, New Brunswick",2016S0504329,Not in labour force,Persons,249,thousands,3,v1235071816,9.5,10.4,,,,1
533,2008,"Miramichi, New Brunswick",2016S0504329,Unemployment rate,Percentage,242,units,0,v1235071817,9.6,11.4,,,,1
534,2008,"Miramichi, New Brunswick",2016S0504329,Participation rate,Percentage,242,units,0,v1235071818,9.7,60.3,,,,1
535,2008,"Miramichi, New Brunswick",2016S0504329,Employment rate,Percentage,242,units,0,v1235071819,9.8,53.4,,,,1
536,2008,"Edmundston, New Brunswick",2016S0504335,Population,Persons,249,thousands,3,v1235071820,10.1,19.6,,,,1
537,2008,"Edmundston, New Brunswick",2016S0504335,Labour force,Persons,249,thousands,3,v1235071821,10.2,12.5,,,,1
538,2008,"Edmundston, New Brunswick",2016S0504335,Employment,Persons,249,thousands,3,v1235071822,10.3,11.2,,,,1
539,2008,"Edmundston, New Brunswick",2016S0504335,Unemployment,Persons,249,thousands,3,v1235071823,10.4,1.2,,,,1
540,2008,"Edmundston, New Brunswick",2016S0504335,Not in labour force,Persons,249,thousands,3,v1235071824,10.5,7.2,,,,1
541,2008,"Edmundston, New Brunswick",2016S0504335,Unemployment rate,Percentage,242,units,0,v1235071825,10.6,9.6,,,,1
542,2008,"Edmundston, New Brunswick",2016S0504335,Participation rate,Percentage,242,units,0,v1235071826,10.7,63.8,,,,1
543,2008,"Edmundston, New Brunswick",2016S0504335,Employment rate,Percentage,242,units,0,v1235071827,10.8,57.1,,,,1
544,2008,"Granby, Quebec",2016S0504450,Population,Persons,249,thousands,3,v1235071828,11.1,84.1,,,,1
545,2008,"Granby, Quebec",2016S0504450,Labour force,Persons,249,thousands,3,v1235071829,11.2,59.0,,,,1
546,2008,"Granby, Quebec",2016S0504450,Employment,Persons,249,thousands,3,v1235071830,11.3,54.0,,,,1
547,2008,"Granby, Quebec",2016S0504450,Unemployment,Persons,249,thousands,3,v1235071831,11.4,5.0,,,,1
548,2008,"Granby, Quebec",2016S0504450,Not in labour force,Persons,249,thousands,3,v1235071832,11.5,25.1,,,,1
549,2008,"Granby, Quebec",2016S0504450,Unemployment rate,Percentage,242,units,0,v1235071833,11.6,8.5,,,,1
550,2008,"Granby, Quebec",2016S0504450,Participation rate,Percentage,242,units,0,v1235071834,11.7,70.2,,,,1
551,2008,"Granby, Quebec",2016S0504450,Employment rate,Percentage,242,units,0,v1235071835,11.8,64.2,,,,1
552,2008,"Rouyn-Noranda/Val-d'Or, Quebec",,Population,Persons,249,thousands,3,v1235071836,13.1,60.4,,,,1
553,2008,"Rouyn-Noranda/Val-d'Or, Quebec",,Labour force,Persons,249,thousands,3,v1235071837,13.2,40.8,,,,1
554,2008,"Rouyn-Noranda/Val-d'Or, Quebec",,Employment,Persons,249,thousands,3,v1235071838,13.3,37.8,,,,1
555,2008,"Rouyn-Noranda/Val-d'Or, Quebec",,Unemployment,Persons,249,thousands,3,v1235071839,13.4,2.9,,,,1
556,2008,"Rouyn-Noranda/Val-d'Or, Quebec",,Not in labour force,Persons,249,thousands,3,v1235071840,13.5,19.7,,,,1
557,2008,"Rouyn-Noranda/Val-d'Or, Quebec",,Unemployment rate,Percentage,242,units,0,v1235071841,13.6,7.1,,,,1
558,2008,"Rouyn-Noranda/Val-d'Or, Quebec",,Participation rate,Percentage,242,units,0,v1235071842,13.7,67.5,,,,1
559,2008,"Rouyn-Noranda/Val-d'Or, Quebec",,Employment rate,Percentage,242,units,0,v1235071843,13.8,62.6,,,,1
560,2008,"Cornwall, Ontario",2016S0504501,Population,Persons,249,thousands,3,v1235071844,14.1,60.2,,,,1
561,2008,"Cornwall, Ontario",2016S0504501,Labour force,Persons,249,thousands,3,v1235071845,14.2,37.2,,,,1
562,2008,"Cornwall, Ontario",2016S0504501,Employment,Persons,249,thousands,3,v1235071846,14.3,34.7,,,,1
563,2008,"Cornwall, Ontario",2016S0504501,Unemployment,Persons,249,thousands,3,v1235071847,14.4,2.5,,,,1
564,2008,"Cornwall, Ontario",2016S0504501,Not in labour force,Persons,249,thousands,3,v1235071848,14.5,23.0,,,,1
565,2008,"Cornwall, Ontario",2016S0504501,Unemployment rate,Percentage,242,units,0,v1235071849,14.6,6.7,,,,1
566,2008,"Cornwall, Ontario",2016S0504501,Participation rate,Percentage,242,units,0,v1235071850,14.7,61.8,,,,1
567,2008,"Cornwall, Ontario",2016S0504501,Employment rate,Percentage,242,units,0,v1235071851,14.8,57.6,,,,1
568,2008,"Norfolk, Ontario",2016S0504547,Population,Persons,249,thousands,3,v1235071852,15.1,49.1,,,,1
569,2008,"Norfolk, Ontario",2016S0504547,Labour force,Persons,249,thousands,3,v1235071853,15.2,34.2,,,,1
570,2008,"Norfolk, Ontario",2016S0504547,Employment,Persons,249,thousands,3,v1235071854,15.3,31.3,,,,1
571,2008,"Norfolk, Ontario",2016S0504547,Unemployment,Persons,249,thousands,3,v1235071855,15.4,2.9,,,,1
572,2008,"Norfolk, Ontario",2016S0504547,Not in labour force,Persons,249,thousands,3,v1235071856,15.5,14.9,,,,1
573,2008,"Norfolk, Ontario",2016S0504547,Unemployment rate,Percentage,242,units,0,v1235071857,15.6,8.5,,,,1
574,2008,"Norfolk, Ontario",2016S0504547,Participation rate,Percentage,242,units,0,v1235071858,15.7,69.7,,,,1
575,2008,"Norfolk, Ontario",2016S0504547,Employment rate,Percentage,242,units,0,v1235071859,15.8,63.7,,,,1
576,2008,"Chatham-Kent, Ontario",2016S0504556,Population,Persons,249,thousands,3,v1235071860,16.1,89.5,,,,1
577,2008,"Chatham-Kent, Ontario",2016S0504556,Labour force,Persons,249,thousands,3,v1235071861,16.2,58.8,,,,1
578,2008,"Chatham-Kent, Ontario",2016S0504556,Employment,Persons,249,thousands,3,v1235071862,16.3,53.6,,,,1
579,2008,"Chatham-Kent, Ontario",2016S0504556,Unemployment,Persons,249,thousands,3,v1235071863,16.4,5.3,,,,1
580,2008,"Chatham-Kent, Ontario",2016S0504556,Not in labour force,Persons,249,thousands,3,v1235071864,16.5,30.6,,,,1
581,2008,"Chatham-Kent, Ontario",2016S0504556,Unemployment rate,Percentage,242,units,0,v1235071865,16.6,9.0,,,,1
582,2008,"Chatham-Kent, Ontario",2016S0504556,Participation rate,Percentage,242,units,0,v1235071866,16.7,65.7,,,,1
583,2008,"Chatham-Kent, Ontario",2016S0504556,Employment rate,Percentage,242,units,0,v1235071867,16.8,59.9,,,,1
584,2008,"Leamington, Ontario",2016S0504557,Population,Persons,249,thousands,3,v1235071868,17.1,37.6,,,,1
585,2008,"Leamington, Ontario",2016S0504557,Labour force,Persons,249,thousands,3,v1235071869,17.2,22.4,,,,1
586,2008,"Leamington, Ontario",2016S0504557,Employment,Persons,249,thousands,3,v1235071870,17.3,20.5,,,,1
587,2008,"Leamington, Ontario",2016S0504557,Unemployment,Persons,249,thousands,3,v1235071871,17.4,1.8,,,,1
588,2008,"Leamington, Ontario",2016S0504557,Not in labour force,Persons,249,thousands,3,v1235071872,17.5,15.3,,,,1
589,2008,"Leamington, Ontario",2016S0504557,Unemployment rate,Percentage,242,units,0,v1235071873,17.6,8.0,,,,1
590,2008,"Leamington, Ontario",2016S0504557,Participation rate,Percentage,242,units,0,v1235071874,17.7,59.6,,,,1
591,2008,"Leamington, Ontario",2016S0504557,Employment rate,Percentage,242,units,0,v1235071875,17.8,54.5,,,,1
592,2008,"Sarnia, Ontario",2016S0504562,Population,Persons,249,thousands,3,v1235071876,18.1,83.0,,,,1
593,2008,"Sarnia, Ontario",2016S0504562,Labour force,Persons,249,thousands,3,v1235071877,18.2,54.3,,,,1
594,2008,"Sarnia, Ontario",2016S0504562,Employment,Persons,249,thousands,3,v1235071878,18.3,50.9,,,,1
595,2008,"Sarnia, Ontario",2016S0504562,Unemployment,Persons,249,thousands,3,v1235071879,18.4,3.5,,,,1
596,2008,"Sarnia, Ontario",2016S0504562,Not in labour force,Persons,249,thousands,3,v1235071880,18.5,28.6,,,,1
597,2008,"Sarnia, Ontario",2016S0504562,Unemployment rate,Percentage,242,units,0,v1235071881,18.6,6.4,,,,1
598,2008,"Sarnia, Ontario",2016S0504562,Participation rate,Percentage,242,units,0,v1235071882,18.7,65.4,,,,1
599,2008,"Sarnia, Ontario",2016S0504562,Employment rate,Percentage,242,units,0,v1235071883,18.8,61.3,,,,1
600,2008,"North Bay, Ontario",2016S0504575,Population,Persons,249,thousands,3,v1235071884,19.1,61.3,,,,1
601,2008,"North Bay, Ontario",2016S0504575,Labour force,Persons,249,thousands,3,v1235071885,19.2,39.8,,,,1
602,2008,"North Bay, Ontario",2016S0504575,Employment,Persons,249,thousands,3,v1235071886,19.3,37.9,,,,1
603,2008,"North Bay, Ontario",2016S0504575,Unemployment,Persons,249,thousands,3,v1235071887,19.4,1.9,,,,1
604,2008,"North Bay, Ontario",2016S0504575,Not in labour force,Persons,249,thousands,3,v1235071888,19.5,21.5,,,,1
605,2008,"North Bay, Ontario",2016S0504575,Unemployment rate,Percentage,242,units,0,v1235071889,19.6,4.8,,,,1
606,2008,"North Bay, Ontario",2016S0504575,Participation rate,Percentage,242,units,0,v1235071890,19.7,64.9,,,,1
607,2008,"North Bay, Ontario",2016S0504575,Employment rate,Percentage,242,units,0,v1235071891,19.8,61.8,,,,1
608,2008,"Timmins, Ontario",2016S0504586,Population,Persons,249,thousands,3,v1235071892,20.1,40.6,,,,1
609,2008,"Timmins, Ontario",2016S0504586,Labour force,Persons,249,thousands,3,v1235071893,20.2,27.3,,,,1
610,2008,"Timmins, Ontario",2016S0504586,Employment,Persons,249,thousands,3,v1235071894,20.3,26.0,,,,1
611,2008,"Timmins, Ontario",2016S0504586,Unemployment,Persons,249,thousands,3,v1235071895,20.4,,x,,,1
612,2008,"Timmins, Ontario",2016S0504586,Not in labour force,Persons,249,thousands,3,v1235071896,20.5,13.3,,,,1
613,2008,"Timmins, Ontario",2016S0504586,Unemployment rate,Percentage,242,units,0,v1235071897,20.6,,x,,,1
614,2008,"Timmins, Ontario",2016S0504586,Participation rate,Percentage,242,units,0,v1235071898,20.7,67.2,,,,1
615,2008,"Timmins, Ontario",2016S0504586,Employment rate,Percentage,242,units,0,v1235071899,20.8,64.0,,,,1
616,2008,"Sault Ste. Marie, Ontario",2016S0504590,Population,Persons,249,thousands,3,v1235071900,21.1,69.6,,,,1
617,2008,"Sault Ste. Marie, Ontario",2016S0504590,Labour force,Persons,249,thousands,3,v1235071901,21.2,42.2,,,,1
618,2008,"Sault Ste. Marie, Ontario",2016S0504590,Employment,Persons,249,thousands,3,v1235071902,21.3,39.9,,,,1
619,2008,"Sault Ste. Marie, Ontario",2016S0504590,Unemployment,Persons,249,thousands,3,v1235071903,21.4,2.3,,,,1
620,2008,"Sault Ste. Marie, Ontario",2016S0504590,Not in labour force,Persons,249,thousands,3,v1235071904,21.5,27.3,,,,1
621,2008,"Sault Ste. Marie, Ontario",2016S0504590,Unemployment rate,Percentage,242,units,0,v1235071905,21.6,5.5,,,,1
622,2008,"Sault Ste. Marie, Ontario",2016S0504590,Participation rate,Percentage,242,units,0,v1235071906,21.7,60.6,,,,1
623,2008,"Sault Ste. Marie, Ontario",2016S0504590,Employment rate,Percentage,242,units,0,v1235071907,21.8,57.3,,,,1
624,2008,"Brandon, Manitoba",2016S0504610,Population,Persons,249,thousands,3,v1235071908,22.1,38.9,,,,1
625,2008,"Brandon, Manitoba",2016S0504610,Labour force,Persons,249,thousands,3,v1235071909,22.2,28.8,,,,1
626,2008,"Brandon, Manitoba",2016S0504610,Employment,Persons,249,thousands,3,v1235071910,22.3,27.9,,,,1
627,2008,"Brandon, Manitoba",2016S0504610,Unemployment,Persons,249,thousands,3,v1235071911,22.4,0.9,,,,1
628,2008,"Brandon, Manitoba",2016S0504610,Not in labour force,Persons,249,thousands,3,v1235071912,22.5,10.1,,,,1
629,2008,"Brandon, Manitoba",2016S0504610,Unemployment rate,Percentage,242,units,0,v1235071913,22.6,3.1,,,,1
630,2008,"Brandon, Manitoba",2016S0504610,Participation rate,Percentage,242,units,0,v1235071914,22.7,74.0,,,,1
631,2008,"Brandon, Manitoba",2016S0504610,Employment rate,Percentage,242,units,0,v1235071915,22.8,71.7,,,,1
632,2008,"Moose Jaw, Saskatchewan",2016S0504715,Population,Persons,249,thousands,3,v1235071916,23.1,27.1,,,,1
633,2008,"Moose Jaw, Saskatchewan",2016S0504715,Labour force,Persons,249,thousands,3,v1235071917,23.2,19.0,,,,1
634,2008,"Moose Jaw, Saskatchewan",2016S0504715,Employment,Persons,249,thousands,3,v1235071918,23.3,17.9,,,,1
635,2008,"Moose Jaw, Saskatchewan",2016S0504715,Unemployment,Persons,249,thousands,3,v1235071919,23.4,1.0,,,,1
636,2008,"Moose Jaw, Saskatchewan",2016S0504715,Not in labour force,Persons,249,thousands,3,v1235071920,23.5,8.2,,,,1
637,2008,"Moose Jaw, Saskatchewan",2016S0504715,Unemployment rate,Percentage,242,units,0,v1235071921,23.6,5.3,,,,1
638,2008,"Moose Jaw, Saskatchewan",2016S0504715,Participation rate,Percentage,242,units,0,v1235071922,23.7,70.1,,,,1
639,2008,"Moose Jaw, Saskatchewan",2016S0504715,Employment rate,Percentage,242,units,0,v1235071923,23.8,66.1,,,,1
640,2008,"Prince Albert, Saskatchewan",2016S0504745,Population,Persons,249,thousands,3,v1235071924,24.1,33.2,,,,1
641,2008,"Prince Albert, Saskatchewan",2016S0504745,Labour force,Persons,249,thousands,3,v1235071925,24.2,22.9,,,,1
642,2008,"Prince Albert, Saskatchewan",2016S0504745,Employment,Persons,249,thousands,3,v1235071926,24.3,21.5,,,,1
643,2008,"Prince Albert, Saskatchewan",2016S0504745,Unemployment,Persons,249,thousands,3,v1235071927,24.4,1.3,,,,1
644,2008,"Prince Albert, Saskatchewan",2016S0504745,Not in labour force,Persons,249,thousands,3,v1235071928,24.5,10.3,,,,1
645,2008,"Prince Albert, Saskatchewan",2016S0504745,Unemployment rate,Percentage,242,units,0,v1235071929,24.6,5.7,,,,1
646,2008,"Prince Albert, Saskatchewan",2016S0504745,Participation rate,Percentage,242,units,0,v1235071930,24.7,69.0,,,,1
647,2008,"Prince Albert, Saskatchewan",2016S0504745,Employment rate,Percentage,242,units,0,v1235071931,24.8,64.8,,,,1
648,2008,"Medicine Hat, Alberta",2016S0504805,Population,Persons,249,thousands,3,v1235071932,25.1,67.0,,,,1
649,2008,"Medicine Hat, Alberta",2016S0504805,Labour force,Persons,249,thousands,3,v1235071933,25.2,45.2,,,,1
650,2008,"Medicine Hat, Alberta",2016S0504805,Employment,Persons,249,thousands,3,v1235071934,25.3,43.9,,,,1
651,2008,"Medicine Hat, Alberta",2016S0504805,Unemployment,Persons,249,thousands,3,v1235071935,25.4,,x,,,1
652,2008,"Medicine Hat, Alberta",2016S0504805,Not in labour force,Persons,249,thousands,3,v1235071936,25.5,21.8,,,,1
