,Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access
2634,ELEC,K-W MITSUBISHI CPF25-1,2685 Kingsway Dr,,Kitchener,ON,N2C 1A7,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.430923,-80.44358,2022-07-15,123762,2022-07-15 01:13:34 UTC,,,,2019-06-14,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2635,ELEC,NOMA NOMA 1,728 14th Street W,,North Vancouver,BC,V7M 1R4,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,49.321739,-123.092786,2022-07-15,123763,2022-07-15 01:05:38 UTC,,,,2019-06-14,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2636,ELEC,ADELAIDE PLACE DREAM UNI2,438 University Ave,,Toronto,ON,M5G 2K8,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.654322,-79.38888,2022-07-15,123987,2022-07-15 01:13:39 UTC,,,,2019-06-18,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2637,ELEC,SYDNEY MITSUBIS CPF25-1,104 Disco St,,Sydney,NS,B1P 6Y6,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,46.14151,-60.178253,2022-07-15,124131,2022-07-15 01:13:20 UTC,,,,2019-06-20,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2638,ELEC,TD PLACE P1-1 TD-P1-1,1015 Bank St,,Ottawa,ON,K1S 3W7,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.398288,-75.68428,2022-07-15,124825,2022-07-15 01:13:52 UTC,,,,2019-06-26,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2639,ELEC,SENECA-NH KG 4,13990 Dufferin St,,King City,ON,L7B 1B3,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.95316,-79.521713,2022-07-15,125755,2022-07-15 01:13:49 UTC,,,,2019-07-02,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2640,ELEC,SCIENCE CENTER TELUS SPARK,102 St Georges Dr NE,,Calgary,AB,T2E 8L6,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,51.052808,-114.025304,2022-07-15,126265,2022-07-15 01:09:06 UTC,,,,2019-07-04,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2641,ELEC,WESTMAN VILLAGE GW-2,2260 Mahogany Blvd,,Calgary,AB,T3M 0T2,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,50.89797,-113.936151,2022-07-15,126635,2022-07-15 01:10:38 UTC,,,,2019-07-06,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2642,ELEC,30 The Queensway,30 The Queensway,,Toronto,ON,M6R 1B5,,888-356-8911,E,,Public,24 hours daily,,,,,,2.0,1.0,,FLO,https://flo.ca/,200-9,43.639359,-79.450101,2022-07-15,129348,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,CHADEMO J1772 J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2643,ELEC,Chartwell - Le Prescott - Stat. Ext.,1335 rue Émile-Bouchard,,Vaudreuil-Dorion,QC,J7V 0B8,,888-356-8911,E,,Public,24 hours daily,,,,,,2.0,,,FLO,https://flo.ca/,GPS,45.394579,-74.053034,2022-07-15,129365,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2644,ELEC,Le 1000 de la Gauchetière - 2,1000 de la Gauchetière,,Montréal,QC,H3B 4W5,,888-356-8911,E,,Public,24 hours daily,,,,,,4.0,,,FLO,https://flo.ca/,GPS,45.498097,-73.566167,2022-07-15,129376,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2645,ELEC,Centre de commerce mondial de Montréal,747 rue Square Victoria,,Montréal,QC,H2Y 3Y9,,888-356-8911,E,,Public,24 hours daily,,,,,,4.0,,,FLO,https://flo.ca/,GPS,45.502106,-73.560807,2022-07-15,129381,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2646,ELEC,COMPLEXE FTQ - Fonds de solidarité - 545 Crémazie,545 boul. Crémazie E,,Montréal,QC,H2M 1R6,,888-356-8911,E,,Public,24 hours daily,,,,,,7.0,,,FLO,https://flo.ca/,GPS,45.546308,-73.638607,2022-07-15,129398,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2647,ELEC,Petro Canada - Monastery,10125 Highway #4,,Monastery,NS,B0H 1W0,,888-356-8911,E,,Public,24 hours daily,,,,,,,1.0,,FLO,https://flo.ca/,GPS,45.6097413,-61.6208744,2022-07-15,129404,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,CHADEMO J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2648,ELEC,SQI - Poste SQ de Lachute,350 Avenue Béthany,,Lachute,QC,J8H 2N2,,888-356-8911,E,,Public,24 hours daily,,,,,,1.0,,,FLO,https://flo.ca/,GPS,45.647303,-74.329709,2022-07-15,129406,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2649,ELEC,Caisse Desjardins Terrebonne,801 boul. des Seigneurs,,Terrebonne,QC,J6W 1T5,,888-356-8911,E,,Public,24 hours daily,,,,,,1.0,,,FLO,https://flo.ca/,GPS,45.702939,-73.638665,2022-07-15,129409,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2650,ELEC,Édifice de la Haute-Ville Québec,700 boul. René-Lévesque Est,,Québec,QC,G1R 5A9,,888-356-8911,E,,Public,24 hours daily,,,,,,4.0,,,FLO,https://flo.ca/,GPS,46.80943,-71.218189,2022-07-15,129423,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2651,ELEC,Firm Management,"740, 742, 747, 745, 741 Travino Lane",,Victoria,BC,V8Z 0E2,,888-356-8911,E,,Public,24 hours daily,,,,,,5.0,,,FLO,https://flo.ca/,200-9,48.496814,-123.393122,2022-07-15,129429,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2652,ELEC,Essex - Sports Complex,60 Fairview Ave W.,,Essex,ON,N8M 1Y1,,888-356-8911,E,,Public,24 hours daily,,,,,,,2.0,,FLO,https://flo.ca/,GPS,42.167112,-82.816715,2022-07-15,129454,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,CHADEMO J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2653,ELEC,Via Rail Canada Inc. - Windsor,298 Walker Rd,,Windsor,ON,N8Y 2M9,,888-356-8911,E,,Public,24 hours daily,,,,,,2.0,,,FLO,https://flo.ca/,GPS,42.325065,-83.007556,2022-07-15,129456,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2654,ELEC,County of Lambton 7 - Oil Museum of Canada,2423 Kelly Road,,Oil Springs,ON,N0N 1P0,,888-356-8911,E,,Public,24 hours daily,,,,,,1.0,,,FLO,https://flo.ca/,GPS,42.773204,-82.121139,2022-07-15,129457,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2655,ELEC,Forest City Casting,750 Talbot Street,,St. Thomas,ON,N5P 1E2,,888-356-8911,E,,Public,24 hours daily,,,,,,1.0,,,FLO,https://flo.ca/,GPS,42.777346,-81.185633,2022-07-15,129458,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2656,ELEC,County of Lambton 4 - Oil City Public Works,3024 Oil Heritage Road,,Oil City,ON,N0N 1N0,,888-356-8911,E,,Public,24 hours daily,,,,,,1.0,,,FLO,https://flo.ca/,GPS,42.809756,-82.125352,2022-07-15,129459,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2657,ELEC,Woodingford Lodge - Tillsonburg,52 Venison St W,,Tillsonburg,ON,N4G 1V1,,888-356-8911,E,,Public,24 hours daily,,,,,,2.0,,,FLO,https://flo.ca/,GPS,42.862305,-80.735047,2022-07-15,129460,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2658,ELEC,County of Oxford - 41 Bridge St W,41 Bridge st. W,,Tillsonburg,ON,N4G 5P2,,888-356-8911,E,,Public,24 hours daily,,,,,,2.0,,,FLO,https://flo.ca/,GPS,42.862942,-80.730701,2022-07-15,129461,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2659,ELEC,County of Lambton 2 - Lambton Meadowview Villa,3958 Petrolia Line,,Petrolia,ON,N0N 1R0,,888-356-8911,E,,Public,24 hours daily,,,,,,2.0,,,FLO,https://flo.ca/,GPS,42.884092,-82.164508,2022-07-15,129462,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2660,ELEC,County of Lambton 3 - Petrolia Public Works,304 Centre Street,,Petrolia,ON,N0N 1R0,,888-356-8911,E,,Public,24 hours daily,,,,,,1.0,,,FLO,https://flo.ca/,GPS,42.888567,-82.147769,2022-07-15,129463,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2661,ELEC,FLO - Canadian Tire - London South,1115 Wellington Road South,,London,ON,N6E 1M1,,888-356-8911,E,,Public,24 hours daily,,,,,,2.0,1.0,,FLO,https://flo.ca/,GPS,42.9308856,-81.221,2022-07-15,129464,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,CHADEMO J1772 J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2662,ELEC,County of Lambton 1 - Administration Offices,789 Broadway Street,,Wyoming,ON,N0N 1T0,,888-356-8911,E,,Public,24 hours daily,,,,,,2.0,,,FLO,https://flo.ca/,GPS,42.959928,-82.117135,2022-07-15,129465,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2663,ELEC,County of Lambton 9 - Marshall Gowland Manor,749 Devine Street,,Sarnia,ON,N7T 1X3,,888-356-8911,E,,Public,24 hours daily,,,,,,1.0,,,FLO,https://flo.ca/,GPS,42.964094,-82.384226,2022-07-15,129466,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2664,ELEC,London Hydro - 276 Dundas St.,276 Dundas Street,,London,ON,N6A 4H6,,888-356-8911,E,,Public,24 hours daily,,,,,,2.0,,,FLO,https://flo.ca/,GPS,42.9852056,-81.2447222,2022-07-15,129468,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2665,ELEC,County of Lambton 5 - Lambton Public Health,160 Exmouth Street,,Point Edward,ON,N7T 7Z6,,888-356-8911,E,,Public,24 hours daily,,,,,,2.0,,,FLO,https://flo.ca/,GPS,42.986807,-82.405218,2022-07-15,129469,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2666,ELEC,London Hydro - 245 Pall Mall St.,245 Pall Mall Street,,London,ON,N6A 4H6,,888-356-8911,E,,Public,24 hours daily,,,,,,2.0,,,FLO,https://flo.ca/,GPS,42.9926056,-81.2506083,2022-07-15,129470,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2667,ELEC,FLO - Cadillac Fairview - Masonville Place,"1680 Richmond St, London, ON",,London,ON,N6G 3Y9,,888-356-8911,E,,Public,24 hours daily,,,,,,,1.0,,FLO,https://flo.ca/,GPS,43.027706,-81.277942,2022-07-15,129472,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,CHADEMO J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2668,ELEC,FLO - Cadillac Fairview - Masonville Place,1680 Richmond St,,London,ON,N6G 3Y9,,888-356-8911,E,,Public,24 hours daily,,,,,,2.0,,,FLO,https://flo.ca/,GPS,43.027706,-81.277942,2022-07-15,129473,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2669,ELEC,Woodingford Lodge - Ingersoll,325 Thames St S,,Ingersoll,ON,N5C 2T8,,888-356-8911,E,,Public,24 hours daily,,,,,,2.0,,,FLO,https://flo.ca/,GPS,43.032166,-80.876138,2022-07-15,129474,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2670,ELEC,Oxford County - Ingersoll,16 King St W,,Ingersoll,ON,N5C 2J2,,888-356-8911,E,,Public,24 hours daily,,,,,,2.0,1.0,,FLO,https://flo.ca/,GPS,43.037577,-80.883237,2022-07-15,129475,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,CHADEMO J1772 J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2671,ELEC,County of Oxford – Thamesford Library,165 Dundas St,,Thamesford,ON,N0M 2M0,,888-356-8911,E,,Public,24 hours daily,,,,,,2.0,,,FLO,https://flo.ca/,GPS,43.057398,-81.000037,2022-07-15,129476,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2672,ELEC,County of Lambton 6 - North Lambton Lodge,39 Morris Street,,Forest,ON,N0N 1J0,,888-356-8911,E,,Public,24 hours daily,,,,,,2.0,,,FLO,https://flo.ca/,200-9,43.092505,-81.995403,2022-07-15,129477,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2673,ELEC,A&W Smithville,St.Catharines Street,,Smithville,ON,L0R 2A0,,888-356-8911,E,,Public,24 hours daily,,,,,,1.0,,,FLO,https://flo.ca/,GPS,43.0951551,-79.5394527,2022-07-15,129478,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2674,ELEC,Niagara Falls - Municipal Parking Lot #18,4873 Kitchener St,,Niagara Falls,ON,L2G 1A6,,888-356-8911,E,,Public,24 hours daily,,,,,,4.0,,,FLO,https://flo.ca/,GPS,43.095661,-79.074282,2022-07-15,129479,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2675,ELEC,Woodingford Lodge - Woodstock,300 Juliana Drive,,Woodstock,ON,N4V 0A1,,888-356-8911,E,,Public,24 hours daily,,,,,,4.0,,,FLO,https://flo.ca/,GPS,43.108017,-80.756155,2022-07-15,129480,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2676,ELEC,Oxford County - Woodstock,580 Bruin Blvd.,,Woodstock,ON,N4V 1E5,,888-356-8911,E,,Public,24 hours daily,,,,,,2.0,1.0,,FLO,https://flo.ca/,GPS,43.111857,-80.738677,2022-07-15,129481,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,CHADEMO J1772 J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2677,ELEC,FLO - Canadian Tire - Niagara,7624 Regional Rd 57,,Niagara Falls,ON,L2H 1A2,,888-356-8911,E,,Public,24 hours daily,,,,,,2.0,2.0,,FLO,https://flo.ca/,GPS,43.1141,-79.125047,2022-07-15,129482,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,CHADEMO J1772 J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2678,ELEC,FLO - Canadian Tire - Woodstock,465 Norwich Ave,,Woodstock,ON,N4S 3W5,,888-356-8911,E,,Public,24 hours daily,,,,,,1.0,1.0,,FLO,https://flo.ca/,GPS,43.115847,-80.736863,2022-07-15,129483,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,CHADEMO J1772 J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2679,ELEC,County of Oxford - 21 Reeve St,21 Reeve St.,,Woodstock,ON,N4S 3G1,,888-356-8911,E,,Public,24 hours daily,,,,,,2.0,,,FLO,https://flo.ca/,GPS,43.129756,-80.755021,2022-07-15,129484,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2680,ELEC,The Pen Centre Partnership with CAA Niagara,221 Glendale Ave.,,St. Catherines,ON,L2T 2K9,,888-356-8911,E,,Public,24 hours daily,,,,,,4.0,,,FLO,https://flo.ca/,GPS,43.135003,-79.224239,2022-07-15,129485,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2681,ELEC,Wilfrid Laurier University - Market Square,"161, Dalhousie Street",,Brantford,ON,N3T 2J5,,888-356-8911,E,,Public,24 hours daily,,,,,,3.0,,,FLO,https://flo.ca/,GPS,43.139179,-80.260825,2022-07-15,129486,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2682,ELEC,Alectra - St-Catharines City Hall,50 Church St,,St-Catharines,ON,L2R 7C2,,888-356-8911,E,,Public,24 hours daily,,,,,,2.0,,,FLO,https://flo.ca/,GPS,43.15946,-79.246989,2022-07-15,129487,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2683,ELEC,FLO - Canadian Tire - Brantford,30 Lynden Rd,,Brantford,ON,N3R 6A4,,888-356-8911,E,,Public,24 hours daily,,,,,,2.0,1.0,,FLO,https://flo.ca/,GPS,43.172782,-80.244395,2022-07-15,129488,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,CHADEMO J1772 J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2684,ELEC,FLO - Cadillac Fairview -  Lime Ridge Mall,999 Upper Wentworth St.,,Hamilton,ON,L9A 4X5,,888-356-8911,E,,Public,24 hours daily,,,,,,2.0,1.0,,FLO,https://flo.ca/,GPS,43.217348,-79.86265,2022-07-15,129489,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,CHADEMO J1772 J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2685,ELEC,FLO - Canadian Tire - Hamilton Mountain,777 Upper James St,,Hamilton,ON,L9C 3A1,,888-356-8911,E,,Public,24 hours daily,,,,,,2.0,1.0,,FLO,https://flo.ca/,GPS,43.228748,-79.880776,2022-07-15,129490,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,CHADEMO J1772 J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2686,ELEC,County of Lambton 8 - Lambton Heritage Museum,10035 Museum Road,,Grand Bend,ON,N0M 1T0,,888-356-8911,E,,Public,24 hours daily,,,,,,1.0,,,FLO,https://flo.ca/,GPS,43.251586,-81.81504,2022-07-15,129491,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2687,ELEC,McMaster University - Gerald Hatch Centre,"1280, Main St. West",,Hamilton,ON,L8S 4L7,,888-356-8911,E,,Public,24 hours daily,,,,,,4.0,,,FLO,https://flo.ca/,GPS,43.2601379,-79.9204095,2022-07-15,129492,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2688,ELEC,McMaster University - Lot B,1280 Main St. West,,Hamilton,ON,L8S 4L8,,888-356-8911,E,,Public,24 hours daily,,,,,,2.0,,,FLO,https://flo.ca/,GPS,43.263276,-79.9166,2022-07-15,129493,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2689,ELEC,Mapleview Shopping Centre,900 Maple Ave,,Burlington,ON,L7S 2J8,,888-356-8911,E,,Public,24 hours daily,,,,,,3.0,,,FLO,https://flo.ca/,GPS,43.326579,-79.819922,2022-07-15,129494,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2690,ELEC,Kamisa Investments,1100 Walkers Line,,Burlington,ON,L7N 2G3,,888-356-8911,E,,Public,24 hours daily,,,,,,3.0,,,FLO,https://flo.ca/,GPS,43.368736,-79.791338,2022-07-15,129495,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2691,ELEC,FLO - Canadian Tire - Burlington,2070 Appleby Line,,Burlington,ON,L7L 6M6,,888-356-8911,E,,Public,24 hours daily,,,,,,2.0,2.0,,FLO,https://flo.ca/,GPS,43.396617,-79.795893,2022-07-15,129496,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,CHADEMO J1772 J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2692,ELEC,FLO - Canadian Tire - Cambridge North,239 Fountain St S,,Cambridge,ON,N3H 1J2,,888-356-8911,E,,Public,24 hours daily,,,,,,2.0,1.0,,FLO,https://flo.ca/,GPS,43.398023,-80.370483,2022-07-15,129497,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,CHADEMO J1772 J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2693,ELEC,Ancam Solutions Company Ltd.,2009 Wyecroft Rd,,Oakville,ON,L6L 6J4,,888-356-8911,E,,Public,24 hours daily,,,,,,1.0,,,FLO,https://flo.ca/,GPS,43.421889,-79.72351,2022-07-15,129498,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2694,ELEC,FLO - Cadillac Fairview - Fairview Park Mall,2960 Kingsway Dr,,Kitchener,ON,N2C 1X1,,888-356-8911,E,,Public,24 hours daily,,,,,,2.0,1.0,,FLO,https://flo.ca/,GPS,43.425241,-80.439443,2022-07-15,129499,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,CHADEMO J1772 J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2695,ELEC,FLO - Canadian Tire - Kitchener,2905 King St E,,Kitchener,ON,N2A 1A6,,888-356-8911,E,,Public,24 hours daily,,,,,,,1.0,,FLO,https://flo.ca/,GPS,43.429016,-80.435596,2022-07-15,129500,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,CHADEMO J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2696,ELEC,FLO - Canadian Tire - Kitchener,905 King St E,,Kitchener,ON,N2A 1A6,,888-356-8911,E,,Public,24 hours daily,,,,,,2.0,,,FLO,https://flo.ca/,GPS,43.429016,-80.435596,2022-07-15,129501,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2697,ELEC,FLO - Canadian Tire - Oakville,1100 Kerr St,,Oakville,ON,L6M 0L4,,888-356-8911,E,,Public,24 hours daily,,,,,,2.0,2.0,,FLO,https://flo.ca/,GPS,43.449901,-79.697644,2022-07-15,129502,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,CHADEMO J1772 J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
2698,ELEC,111 Cross Ave,111 Cross Ave,,Oakville,ON,L6J 2W7,,888-356-8911,E,,Public,24 hours daily,,,,,,3.0,,,FLO,https://flo.ca/,GPS,43.454605,-79.68654,2022-07-15,129503,2022-07-15 01:59:41 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
